OBJECTID,REF_NUMBER,DATE_,TIME,SEVERITY,SEVERITY_DESCRIPTION,ACCIDENT_TYPE,ACCIDENT_DESCRIPTION,VEHICLES,CASUALTIES,PEDESTRIAN,CYCLES,MCYCLES,CHILDREN,OAPS,ACCIDENT_DETAILS,X,Y,RENDER
322,171704732,2017/06/15 23:00:00+00,1415,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V1 TRAV SW ON FALCONDALE RD AT J/WITH HENBURY RD, V1 HAS O/TAKEN A STATIC WASTE TRUCK BUT FAILS TO SEE A SECOND STATIC WASTE TRUCK IN FRONT OF THE FIRST ONE. V2 HAS COME TO A SUDDEN STOP WHICH HAS CAUSED V1 (CAS1) FOLLOWING BEHIND TO C/WITH THE REARO",357076,177729,CARS
323,171704740,2017/05/17 23:00:00+00,652,2,Serious,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,"V2 TRAV N ON ST BRENDANS R/ABOUT, EXITING ONTO CRAWLEY WAY. V1 (CAS1) (CYCLE) TRAV W ON PEDESTRIAN ISLAND IN THE MIDDLE OF R/ABOUT. V1 HAS IGNORED A RED ATL AND ENTERED THE C/WAY. V1 HAS BEEN STRUCK BY PASSING V2.",352000,178378,CYC
324,171704744,2017/05/15 23:00:00+00,2214,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V2 (CAS1) TARV SE ON COLLEGE GREEN AT J/WITH ST AUGUSTINES PARADE, V2 HAS COME TO A FULL STOP AT RED ATL. V1 (PSV) HAS FAILED TO STOP AND C/WITH THE REAR OF STATIC V2.",358489,172765,CARS
325,171704771,2017/06/18 23:00:00+00,2108,3,Slight,LC,Loss of Control,3,1,0,0,0,0,0,"V1 (DRIVER INTOXICATED) (CAS1) (DRIVER INTOXICATED)  TRAV W ON STOCKWOOD LANE, BRISTOL, D1 HAS LOST CONTROL AND C/WITH PARKED AND UNATTENDED V2 AND V3 BEFORE LEAVING THE C/WAY AND C/WITH A SHED.",362866,168481,CARS
326,171704775,2017/05/15 23:00:00+00,1440,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,"V1 TRAV SE ON PARK ST, V1 HAS BECOME STATIC IN THE C/WAY CREATING AN OBSTACLE. V2 (CAS1) (CYCLE) HAS APPROACHED A WHILE LATER. V2 HAS FAILED TO STOP AND C/WITH THE REAR OF V1. R2 HAS BECOME UNSEATED AND HAS NO MEMORY OF THE COLLISION.",358255,172960,CYC
327,171704790,2017/05/31 23:00:00+00,1720,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,V1 TRAV SE ON ORCHARD AV AT J/WITH ORCHARD ST. CAS1 (CHILD) HAS BEEN TRAV ON ORCHARD ST ON A SCOOTER. CAS1 HAS CROSSED JCT AND C/WITH PASSING V1. CAS1 HAS HIT THE GROUND AND SUSTAINED MINOR INJURIES. (CF ADDED FOR VALIDATION),358435,172945,C
328,171704799,2017/06/19 23:00:00+00,1202,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,V1 (CAS1) TRAV E ON SPEEDWELL RD. V2 HAS PULLED INTO THE C/WAY FROM A PARKED POSITION AND C/WITH PASSING V2. V1 HAS BEEN PUSHED ONTO THE OTHER SIDE OF THE C/WAY.,362945,174299,CARS
329,171704810,2017/07/19 23:00:00+00,1715,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,V1 (CAS1) (CYCLE) TRAV E ON NARROW PLAIN AT J/WITH TOWER HILL.  V2 TRAV S ON TOWER HILL AT J/WITH NARROW PLAIN. V2 HAS MADE AL/TURN AND C/WITH PASSING V1. R1 HAS BECOME UNSEATED.,359425,172965,CYC
330,171704835,2017/06/22 23:00:00+00,1200,3,Slight,HO,Head On,2,1,0,0,0,0,0,V1 (CAS1) TRAV S ON WHITLAND AV. V2 TRAV E ON COLESHILL DR. V1 AND V2 HAVE COLLIDED HEAD ON. NO WITNESSES AND FAULT CAN'T BE ESTABLISHED.,357899,168428,CARS
331,171704836,2017/06/22 23:00:00+00,2115,3,Slight,NT,Nose to Tail,2,3,0,0,0,1,0,"V1 (CAS1 CAS2) TRAV W ON HENGROVE WAY, V1 HAS COME TO A FULL STOP AT PEDESTRIAN CROSSING SHOWING RED ATL. V2 (CAS3) TRAVELING BEHIND HAS FAILED TO STOP AND C/WITH THE REAR OF V1. V2 HAS FAILED TO STOP FLEEING THE SCENE.",360607,169880,CARS
332,171704844,2017/06/25 23:00:00+00,1650,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,V1 (POLICE OR AMBULANCE VEHICLE RESPONDING TO INCIDENT BUT NOT SHOWING BLUE LIGHTS OF SOUNDING SIRENS)  TRAV NW ON AVON ST AT J/WITH PUGGS LN. V2 (CAS1) (CYCLE) HAS ENTERED C/WAY FROM THE PAVEMENT AND BEEN STRUCK BE PASSING V1. R2 HAS BECOME UNSEATED,359885,172737,CYC
333,171704901,2017/06/09 23:00:00+00,1200,1,Fatal,E,Elderly pedestrian,1,1,1,0,0,0,1,V1 TRAV SW (REVERSING INTO PARKING SPACE) ON ST PAULS RD. V1 HAS STRUCK CAS1 (CAS1 HAS LIKELY BEEN STOOD ON THE KERB WAITING TO CROSS C/WAY) CAS1 HAS BEEN KNOCKED TO THE GROUND AND SUSTAINED SERIOUS HEAD INJURIES . CAS1 HAS DIED OF INJURIES TWO WEEKS,357661,173511,E
334,171704433,2017/07/03 23:00:00+00,1515,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,V1 (CAS1) (CYCLE) TRAV N ON COLLEGE ST. V2 TRAV N BEHIND V1. V2 HAS FAILED TO STOP AND C/WITH THE REAR OF V1. DETAILS EXCHANGED.,358228,172763,CYC
335,171704454,2017/07/04 23:00:00+00,1,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V1 (CAS1) TRAV E ON BATH BRIDGE R/ABOUT, V1 HAS COME TO A FULL STOP AT RED ATL.. V2 HAS APPROACHED V1 IN AN AGGRESSIVE MANOR FROM BEHIND, V2 HAS REVVED AND JOLTED FORWARD INTO THE REAR OF V1.",359608,172240,CARS
336,171704506,2017/07/05 23:00:00+00,1642,3,Slight,O,Overtaking,2,1,0,1,0,0,0,"V1 (CAS1) (CYCLE) TRAV SW ON WHITEHALL RD. V2 TRAV SW BEHIND V1, V2 HAS O/TAKEN V1 BUT FAILED TO LEAVE ENOUGH SPACE, V1 HAS BEEN STRUCK BY PASSING V2. V1 HAS LEFT THE C/WAY AND C/WITH A WALL. V2 FAILED TO STOP.",361148,173798,CYC
337,171704541,2017/07/05 23:00:00+00,1420,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V1 (CAS1) TRAV E ON LAWRENCE HILL R/ABOUT, V1 HAS COME TO A STOP TO GIVE SPACE TO AN AMBULANCE ON AN EMERGENCY RUN. V2 TRAVELING BEHIND HAS FAILED TO STOP AND C/WITH THE REAR OF V1. V2 HAS FAILED TO STOP AND MADE OFF FROM THE SCENE, ORIGINAL REPORT B",360447,173535,CARS
338,171704573,2017/07/09 23:00:00+00,1120,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,"CAS1 HAS BEEN WALKING ON PAVEMENT NEXT TO BUS SHELTER, V1 (PSV) HAS PULLED INTO THE KERB TO STOP AT BUS SHELTER, V1 HAS C/WITH BUS SHELTER SHATTERING GLASS OVER CAS1. CF ADDED FOR VALIDATION.",359141,173466,A
339,171704777,2017/07/07 23:00:00+00,1330,3,Slight,LC,Loss of Control,2,1,0,0,1,0,1,V1 (CAS1) (MCYCLE) PARKED AT KERB BUT ATTENDED BY OWNER. V2 HAS REVERSED BACKWARDS AND C/WITH PARKED V1. CAS1 HAS BEEN KNOCKED TO THE GROUND BY THE IMPACT. V2 FAILED TO STOP.,359051,175978,MCYC
340,171704916,2017/04/17 23:00:00+00,2300,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,"V1 (CAS1) (CYCLE) TRAV SE ON REDCLIFFE R/ABOUT AT J/WITH REDCLIFFE HILL. V2 TRAV S ON REDCLIFFE HILL, V2 HAS ENTERED THE R/ABOUT ALMOST HITTING PASSING V1, WORDS HAVE BEEN EXCHANGED BETWEEN BOTH PARTIES, V2 HAS RETALIATED BY SPEEDING UP AND C/WITH TH",359040,172051,CYC
341,171704929,2017/05/18 23:00:00+00,1850,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,V1 TRAV SW ON CITY RD AT J/WITH BRIGSTOCKE RD. V2 (CAS1) (MCYCLE) TRAV NE ON CITY RD AT J/WITH BRIGSTOCKE RD. V1 HAS MADE A R/TURN AND C/WITH PASSING V2. R2 HAS BECOME UNSEATED. ATL HAS BEEN BROKEN AT THE TIME OF COLLISION.,359308,173997,MCYC
342,171704956,2017/07/03 23:00:00+00,2259,3,Slight,NT,Nose to Tail,3,2,0,0,0,0,0,"V1 (CAS1 CAS2) TRAV NE ON NEWFOUNDLAND ST, DUEL CARRIAGEWAY HAS BEEN RESTRICTED TO ONE LANE AS A RESULT OF CONSTRUCTION WORK.  V1 HAS FAILED TO STOP AND C/WITH THE REAR OF V2 WHICH HAS BEEN PUSHED INTO THE REAR OF V3.",359585,173635,CARS
343,171705034,2017/05/31 23:00:00+00,105,2,Serious,LC,Loss of Control,2,1,0,0,0,0,0,"V1 (CAS1) TRAV SE ON CROSSCOMBE DRIVE, V1 HAS BEEN NEGOTIATING AROUND PARKED VEHICLES. V1 HAS FAILED TO LEAVE ENOUGH SPACE AND C/WITH PARKED AND UNATTENDED V2 . V1 HAS OVERTURNED AND COME TO A FULL STOP ON THE PAVEMENT",358176,167292,CARS
344,171705046,2017/06/01 23:00:00+00,647,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,V2 TRAV N ON REDCLIFF HILL APPROACHING R/ABOUT. V1 (CAS1) (CYCLE) TRAV W ON REDCLIFF R/ABOUT AT J/WITH REDCLIFF HILL. V2 HAS ENTERED R/ABOUT AND C/WITH PASSING V1. R1 HAS BECOME UNSEATED.,359069,172364,CYC
345,171705047,2017/05/18 23:00:00+00,1315,3,Slight,J,Turning movement ¿ unidentified priority,3,1,0,0,1,0,0,V1 (PSV) TRAV W ON BOND ST IN INSIDE LANE. V2 (CAS1) (MCYCLE) TRAV W ON BOND ST IN OUTSIDE LANE V1 HAS CHANGED LANE TO THE RIGHT. AVOID PARKED TAXI. V2 HAS CHANGED LANES TO THE RIGHT TO AVOID V1 AND C/WITH NEARSIDE OF V3 (ANOTHER TAXI). R2 HAS BECOME,359409,173521,MCYC
346,171705050,2017/05/18 23:00:00+00,1750,3,Slight,NT,Nose to Tail,2,4,0,0,0,0,2,V1 (CAS1) TRAV SW ON BELL HILL. V2 (CAS2 CAS3 CAS4) HAS BEEN TRAVELING BEHIND WITHOUT LEAVING ADEQUATE SPACE. V1 HAS BEEN EQUIPPED WITH AN AUTOMATIC BREAKING SYSTEM. V1 HAS COME TO A SUDDEN STOP CAUSING V2 TO C/WITH THE REAR OF V1. AUTOMATIC BRAKING,361340,175924,CARS
347,171705070,2017/05/18 23:00:00+00,1826,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,V1 TRAV W ON HARECLIVE RD. V2 (CAS1) TRAV E ON HARECLIVE RD. V1 HAS PERFORMED A U/TURN AND C/WITH PASSING V2. D1 HAS BEEN DAZZLED BY THE SUN.,358553,167679,CARS
348,171705073,2017/05/19 23:00:00+00,2214,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V1 (CAS1) TRAV NW ON PETHERTON ROAD, V2 FOLLOWING BEHIND HAS FAILED TO ADJUST SPEED AND C/WITH THE REAR OF V1. V2 HAS CHANGED DIRECTION AND FLED THE SCENE: FAILING TO STOP.",360695,169493,CARS
349,171705076,2017/08/01 23:00:00+00,1037,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,V1 TRAV NW ON FAIRFAX ST. CAS1 HAS RAN OUT INTO THE C/WAY AND BEEN STRUCK BY PASSING V1. V1 HAS FLED THE SCENE FAILING TO STOP. CF ADDED FOR VALIDATION,358920,173230,A
350,171705078,2017/05/21 23:00:00+00,747,3,Slight,LC,Loss of Control,1,2,0,0,0,0,0,"V1 (CAS1 CAS2) TRAV NW ON BATH ROAD, APPROACHING BATH BRIDGE R/ABOUT. D1 HAS LOST CONSCIOUSNESS. PASSENGER HAS TAKEN EVASIVE ACTION BY GRABBING THE STEERING WHEEL AND FORCING A COLLISION BETWEEN V1 AND AN OFF C/WAY LAMP COLUMN.",359704,172154,CARS
351,171703180,2017/05/14 23:00:00+00,920,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V1 (CAS1) TRAV W ON ST  JAMES BARTON R/ABOUT, V1 HAS COME TO A FULL STOP WITH FLOW OF TRAFFIC, V2 TRAVELING BEHIND HAS FAILED TO STOP AND C/WITH THE REAR OF V1. V2 HAS MADE OFF, FAILING TO STOP.",359072,173522,CARS
352,171704646,2017/07/13 23:00:00+00,1130,3,Slight,NT,Nose to Tail,3,1,0,1,0,0,0,"V1 TRAV NE ON GLOUCESTER RD AT J/WITH PINCES PL., V1 HAS BEEN O/TAKING A STATIC PSV. V1 HAS COME TO A STOP HALFWAY THROUGH O/TAKING MOVEMENT. V2  TRAV BEHIND HAS PULLED OUT AND O/TAKEN VEH 1.  V3 (CAS1) (CYCLE) HAS FAILED TO STOP AND C/WITH THE REAR",359270,176007,CYC
353,171704656,2017/07/13 23:00:00+00,1630,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V1 (CAS1) TRAV SW ON LONG CROSS AT J/WITH CHAPEL LN, V1 HAS BEEN MOVING THROUGH TRAFFIC CALMING, V2 TRAVELING BEHIND HAS APPROACHED AT SPEED AND C/WITH THE REAR OF V1.  V2 HAS FLED THE SCENE FAILING TO STOP",354273,178275,CARS
354,171704709,2017/07/16 23:00:00+00,1305,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V1 (CAS1) TARV W ON OLD MARKET R/ABOUT EXITING ONTO CASTLE ST. AN UNRECORDED VEHICLE HAS PULLED AWAY FROM THE KERB AND COME TO A FULL STOP, V1 HAS COME TO A STOP BEHIND UNRECORDED VEHICLE. V2 FOLLOWING BEHIND V1 HAS FAILED TO STOP AND C/WITH THE REAR",359509,173105,CARS
355,171705270,2017/06/04 23:00:00+00,830,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,V2 (CAS1) (CYCLE) TRAV NE ON KELLAWAY AV AT J/WITH BISHOP RD. V1 (TAXI) TRAV SW ON KELLAWAY AV AT J/WITH BISHOP RD. V1 HAS MADE A R/TURN INTO BISHOP RD AND C/WITH PASSING V2.  R2 HAS BECOME UNSEATED.,358158,176014,CYC
356,171704949,2017/07/26 23:00:00+00,650,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,"V1 (CAS1) (CYCLE) TRAV W ON REDCLIFFE R/ABOUT AT J/WITH REDCLIFFE HILL.. V2 TARV N ON REDCLIFFE HILL, V2 HAS ENTERED R/ABOUT AND C/WITH PASSING V1. R1 HAS BECOME UNSEATED AND SUSTAINED INJURY.",359063,172364,CYC
357,171704997,2017/07/28 23:00:00+00,1930,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,"V1 (TAXI) TRAV NE ON STAPLETON RD, V1 HAS C/WITH CAS1 WHO HAS BEEN MID C/WAY. CAS1 HAS BEEN KNOCKED TO THE GROUND, V1 HAS RAN OVER THE LEG OF CAS ONE BEFORE MAKING OFF, FAILING TO STOP.",360587,174317,A
358,171705300,2017/06/05 23:00:00+00,1755,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,V1 (PSV) TRAV NE ON QUEENS ROAD. CAS1 WALKING ON PAVEMENT. V1 HAS MOVED INTO A BUS STOP CAUSING THE WING MIRROR TO CLIP PASSING CAS1. CAS1 HAS SUSTAINED MINOR INJURY,357468,173271,A
359,171705347,2017/06/06 23:00:00+00,815,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,V3 TRAV E ON BRUNEL LOCK RD AT J/WITH BRUNEL WAY. V3 HAS FAILED TO STOP AND C/WITH THE REAR OF V2 (CAS1) WHICH HAS SHUNTED FORWARD INTO THE REAR OF V1.,356784,172279,CARS
360,171705419,2017/06/14 23:00:00+00,2035,3,Slight,LC,Loss of Control,1,1,1,0,1,0,0,"V1 (MCYCLE) TRAV S ON GRAYLE RD. V1 HAS MOUNTED THE PAVEMENT AND C/WITH CAS1. CAS1 HAS SUSTAINED LEG INJURIES. V1 HAS MADE OFF FAILING TO STOP.  TWO RIDERS, NEITHER WEARING HELMETS. NO PLATES ON V1.",357024,178965,MCYC
361,171705422,2017/06/08 23:00:00+00,2325,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,V1 TRAV NW ON WELLS RD AT J/WITH REDCATCH RD. CAS1 HAS STEPPED OUT INTO THE C/WAY AND BEEN STRUCK BY PASSING V1.,360632,170871,A
362,171705427,2017/07/01 23:00:00+00,1024,3,Slight,J,Turning movement ¿ unidentified priority,2,2,0,0,0,0,0,V1 (CAS1) TRAV NW ON BRISTOL HILL AT J/WITH WATER LANE. V2 (CAS2) TRAV S ON GROVE PARK AT J/WITH BRISTOL HILL. V2 HAS CROSSED JUNCTION AND C/WITH PASSING V1.,361689,170712,CARS
363,171705431,2017/06/30 23:00:00+00,1720,3,Slight,O,Overtaking,2,1,0,1,0,0,0,"V1 TRAV NE ON PERRY ROAD. V1 HAS O/TAKEN V2 (CAS1) (CYCLE) WITHOUT LEAVING ENOUGH SPACE, V2 HAS MOVED TO AVOID COLLISION AND BECOME UNSEATED.",358559,173251,CYC
364,171705442,2017/06/09 23:00:00+00,2350,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,"V1 TRAV N ON LYNTON RD J/WITH MARKSBURY RD AT SPEED. CAS1 HAS BEEN CROSSING MARKSBURY RD AT J/WITH LYNTON RD V1 HAS FAILED TO STOP AND JCT AND C/WITH CROSSING CAS1, CAS1 HAS BECOME ABUSIVE, D1 STATES THAT CAS1 APPEARED INTOXICATED",358945,170756,A
365,171705099,2017/07/31 23:00:00+00,1418,3,Slight,O,Overtaking,2,1,0,1,0,0,0,"V1 (CYCLE) TRAV W ON LAURENCE HILL AT J/WITH EARL RUSSELL WAY. V2 TRAV  W BEHIND V1. V2 HAS O/TAKEN V1, DURING THE PROCESS THE WING MIRROR OF V2 HAS C/WITH V1. R1 HAS BECOME UNSEATED",360822,173369,CYC
366,171705328,2017/06/30 23:00:00+00,1618,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,V1 TRAV NE ON CROW LN. CAS1 HAS BEEN MID C/WAY. V1 HAS FAILED TO STOP AND C/WITH CROSSING CAS1. CASUALTY HAS LANDED IN THE C/WAY.,356933,179071,A
367,171705443,2017/07/01 23:00:00+00,1712,2,Serious,C,Child pedestrian,1,1,1,0,0,1,0,V1 TRAV NE ON KINGS WESTON RD AT J/WITH LONG CROSS. CAS1 CHILD HAS RAN OUT INTO THE C/WAY AND BEEN STRUCK BY PASSING V1. CAS1 HAS SUSTAINED INJURIES TO KNEES AND FACE,355528,178543,C
368,171705457,2017/06/09 23:00:00+00,1225,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,V1 (CAS1) TRAV SW ON M32 SLIP ROAD AT J/WITH ASHLEY ROAD R/ABOUT. V2 TRAVELING BEHIND HAS FAILED TO STOP AND C/WITH THE REAR OF V1. D2 STATED THAT D1 WAS BRAKING ERRATICALLY.  (CF ADDED FOR VALIDATION),360192,174280,CARS
369,171705473,2017/07/17 23:00:00+00,2255,3,Slight,LC,Loss of Control,7,2,0,0,0,0,0,V1 (DRIVER INTOXICATED) (CAS1) TRAV NW ON DALRYMPLE RD AT J/WITH ASHLEY RD. V2 (CAS2) TRAV W ON ASHLEY RD APPROACHING J/WITH DALRYMPLE RD. V1 HAS LEFT JCT BAT SPEED AND C/WITH PARKED AND UNATTENDED V3 V4 V5 V6 AND V7 BEFORE COLLIDING HEAD ON WITH ONC,359345,174185,CARS
370,171705482,2017/06/06 23:00:00+00,1930,3,Slight,LC,Loss of Control,2,1,0,1,0,0,0,"V1 TRAV N ON ASHLEY HILL. V2 (CAS1) (CYCLE) TRAV S ON ASHLEY HILL, V1 HAS SWERVED ACROSS THE C/WAY AND C/WITH V2. R2 HAS BECOME UNSEATED. V1 HAS STOOPED MOMENTARILY BEFORE MAKING OFF FROM THE SCENE FAILING TO STOP.",359752,174945,CYC
371,171705490,2017/06/10 23:00:00+00,1957,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,V2 (CAS1) (CYCLE) TRAV S ON WASHING POUND RD AT J/WITH MAGGS LN. V1 TRAV SW ON MAGGS LN AT J/WITH WASHING POUND RD. V1 HAS MADE A R/TURN AND C/WITH PASSING V2. R2 HAS BECOME UNSEATED,360837,167717,CYC
372,171705492,2017/07/02 23:00:00+00,1831,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,V1 (CAS1) TRAV SW ON GLENFROME RD AT R/ABOUT WITH  EASTGATE RD. V1 HAS COME TO A FULL STOP AT R/ABOUT. V2 TRAVELING BEHIND HAS FAILED TO STOP AND C/WITH THE REAR OF V1.,360506,175063,MCYC
373,171705518,2017/06/11 23:00:00+00,1536,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,V1 TRAV S ON STILLINGFLEET RD AT J/WITH GATCOMBE RD. CHILD PEDESTRIAN (CAS1) HAS RAN OUT INTO THE C/WAY AND BEEN STRUCK BY PASSING V1. CAS1HAS BEEN TREATED AT SCENE BY RESPONDING AMBULANCE STAFF.,358171,168208,C
374,171705521,2017/07/19 23:00:00+00,1420,3,Slight,E,Elderly pedestrian,1,1,1,0,1,0,1,"CAS1 CROSSING C/WAY ON ONE WAY STREET, ON-COMING TRAFFIC HAS BEEN STATIC AT RED ATL. V1 (MCYCLE) HAS ENTERED ONE WAY STREET TRAVELING IN WRONG DIRECTION AND C/WITH WITH CROSSING CAS1. CAS1 HAS BEEN KNOCKED TO THE GROUND",357860,173257,E
375,171705536,2017/08/03 23:00:00+00,1010,3,Slight,O,Overtaking,2,1,0,1,0,0,0,"V1 (CAS1) (CYCLE) TRAV N ON WEDMORE VALE. V2 TRAVELING BEHIND HAS O/TAKEN V1, DUE TO AN ONCOMING BUS V2 HAS NOT ALLOWED ENOUGH SPACE AND C/WITH V1. R1 HAS BECOME UNSEATED . V2 HAS FLED THE SCENE FAILING TO STOP",359201,170765,CYC
376,171705547,2017/03/16 00:00:00+00,2225,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,V1 (POLICE VEHICLE RESPONDING TO EMERGENCY) TRAV E ON CANFORD LN AT J/WITH FALCONDALE RD. V2 (CAS1) TRAV N ON FALCONDALE RD AT J/WITH CANFORD LN. V1 HAS CROSSED THROUGH RED ATL SHOWING BLUE LIGHTS AND C/WITH V2 AT LOW SPEED.,356920,177297,CARS
377,171705549,2017/07/19 23:00:00+00,230,2,Serious,LC,Loss of Control,1,2,0,0,0,0,0,"V1 (CAS1 CAS2) TRAV SE ON FALCONDALE RD AT J/WITH STOKE LN, D1 HAS BEEN USING MOBILE PHONE WHILST DRIVING. D1 HAS LOST CONTROL AND V1 HAS C/WITH A TRAFFIC ISLAND AND BOLLARD. D1 HAS FAILED A BREATH TEST AT THE SCENE.",356968,177048,CARS
378,171705550,2017/07/04 23:00:00+00,500,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,V1 (CAS1) TRAV SW ON MEREBANK RD. V1 HAS C/WITH THE CENTRAL RESERVATION REBOUNDED ACROSS THE C/WAY AND C/WITH THE FENCE OF XPO LOGISTICS,353038,180020,CARS
379,171705554,2017/07/04 23:00:00+00,1510,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,V1 TRAV S ON HAWKFIELD RD AT J/WITH BRISCOES AV. CAS1 (CHILD) HAS RAN OUT INTO THE C/WAY AND BEEN STRUCK BY PASSING V1. CAS1 HAS LANDED ON THE C/WAY AND SUSTAINED A BROKEN HIP.,358747,168055,C
380,171705558,2017/07/05 23:00:00+00,1418,3,Slight,NONE,Other,2,1,0,1,0,0,0,V1 (DELIVERY VEHICLE) PARKED AT KERB ON GLOUCESTER RD. V2 (CAS1) (CYCLE) TRAV S ON GLOUCESTER RD. D1 HAS OPENED DOOR AND CLIPPED PASSING V2. R2 HAS BECOME UNSEATED. CYCLIST TRAVELING AT HIGH SPEED,359156,175699,CYC
381,171705565,2017/07/05 23:00:00+00,2330,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,"V1 TRAV SW ON FISHPONDS RD AT J/WITH LODGE CAUSEWAY, V2 (CAS1) (MCYCLE) TRAV NW ON LODGE CAUSEWAY. V1 HAS MADE A L/TURN AND  CONDUCTED A U/TURN, V1 HAS PULLED ACROSS C/WAY AND C/WITH PASSING V2.",362804,175495,MCYC
382,171705567,2017/07/06 23:00:00+00,1752,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,V1 TRAV W ON GORDON AV APPROACHING J/WITH EMBASSY RD. V2 (CAS1) CYCLE TRAV W ON GORDON AV. V1 HAS O/TAKEN V2 AS V2 HAS MADE A L/TURN INTO EMBASSY RD. V1 AND V2 HAVE COLLIDED.,362092,174291,CYC
383,171705576,2017/07/06 23:00:00+00,1840,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V2 (CAS1) TRAV SW ON M32, V1 TRAVELING BEHIND HAS FAILED TO STOP AND C/WITH THE REAR OF V2.",360755,174679,CARS
384,171705587,2017/07/29 23:00:00+00,1840,2,Serious,LC,Loss of Control,1,2,0,0,0,0,0,V1 (CAS1 CAS2) (QUAD BIKE) TRAV SW ON ASHTON DRIVE. V1 HAS GONE OUT OF CONTROL AND C/WITH A GARDEN WALL OF A PRIVET HOUSE. DAMAGE SUSTAINED TO WALL AND VEHICLE.,356916,170734,CARS
385,171705589,2017/06/13 23:00:00+00,1533,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,V1 TRAV NW ON BATH RD AT J/WITH CHAPSWORTH RD. V2 (CAS1) (CYCLE) TRAV SE ON BATH RD AT J/WITH CHAPSWORTH RD.  V1 HAS MADE A R/TURN INTO CHAPSWORTH RD AND C/WITH PASSING V2. R2 HAS BECOME UNSEATED.,360991,171617,CYC
386,171705599,2017/07/07 23:00:00+00,910,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,V1 (CAS1) (CYCLE) TRAV S ON MINA RD AT R/ABOUT WITH JAMES ST.  V2 TRAV W ON JAMES ST AT R/ABOUT WITH MINA RD. V2 HAS ENTERED R/ABOUT AND C/WITH PASSING V1. R1 HAS BECOME UNSEATED.,360107,174697,CYC
387,171705101,2017/08/01 23:00:00+00,1650,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,V1 (CAS1) (CYCLE) TRAV W ON YORK RD AT J/WITH  SPRING ST. V2 TRAV N ON SPRING ST AT J/WITH YORK RD. V2 HAS MADE A R/TURN ONTO YORK RD AND C/WITH PASSING V1. V2 HAS MADE OFF FAILING TO STOP,359312,171931,CYC
388,171705171,2017/08/03 23:00:00+00,1751,3,Slight,NONE,Other,2,1,0,0,0,0,0,V1 (CAS1) TRAV E ON ROBERTSON RD. V2 TRAV W ON ROBERTSON RD. ROAD HAS BEEN NARROWED AT THE TIME BECAUSE OF PARKED VEHICLES. V2 HAS MADE NO ATTEMPT TO SLOWDOWN AND C/WITH V1.,361336,174625,CARS
